gtin,pname,vname,vlocation
8052531338017,Executioner.mp4,Executioner.mp4,/media/pi/VIDEOS/videos
8052531200413,Eyetrix.mp4,Eyetrix.mp4,/media/pi/VIDEOS/videos
805253301832,"Fame and Fortune.mp4","Fame and Fortune.mp4",/media/pi/VIDEOS/videos
805253301627,Fantasy.mp4,Fantasy.mp4,/media/pi/VIDEOS/videos
8052531539117,"Feel The Heat.mov","Feel The Heat.mov",/media/pi/VIDEOS/videos
8052531513711,"Fighting Rooster.mp4","Fighting Rooster.mp4",/media/pi/VIDEOS/videos
8052531204015,Fireball.mp4,Fireball.mp4,/media/pi/VIDEOS/videos
8052530290712,"Fist Bump.mp4","Fist Bump.mp4",/media/pi/VIDEOS/videos
8052531204718,"Flippin Awesome.mp4","Flippin Awesome.mp4",/media/pi/VIDEOS/videos
8052531142010,"Fools Gold.mp4","Fools Gold.mp4",/media/pi/VIDEOS/videos
8052531337119,Giggles.mp4,Giggles.mp4,/media/pi/VIDEOS/videos
8052531337515,"Global Warning.mp4","Global Warning.mp4",/media/pi/VIDEOS/videos
8052531338215,"Glory Days.mp4","Glory Days.mp4",/media/pi/VIDEOS/videos
8052531141815,"Go Girl Go.mp4","Go Girl Go.mp4",/media/pi/VIDEOS/videos
8052531514718,"Gorilla Warfare.mp4","Gorilla Warfare.mp4",/media/pi/VIDEOS/videos
8052531316718,"Grapes Over Vineyard.mp4","Grapes Over Vineyard.mp4",/media/pi/VIDEOS/videos
8052531321118,Gravedigger.mp4,Gravedigger.mp4,/media/pi/VIDEOS/videos
8052531530817,Greeeen.mp4,Greeeen.mp4,/media/pi/VIDEOS/videos
805253301665,"Grind My Gears.mp4","Grind My Gears.mp4",/media/pi/VIDEOS/videos
8052531320517,"Hard to Beat.mp4","Hard to Beat.mp4",/media/pi/VIDEOS/videos
8052531530619,"High Def.mp4","High Def.mp4",/media/pi/VIDEOS/videos
8052531540311,"Home Team.mov","Home Team.mov",/media/pi/VIDEOS/videos
8052530134818,"Hostile Takeover.mp4","Hostile Takeover.mp4",/media/pi/VIDEOS/videos
805253301689,"I Love NY.mp4","I Love NY.mp4",/media/pi/VIDEOS/videos
8052531338918,"In Honor Of.mp4","In Honor Of.mp4",/media/pi/VIDEOS/videos
8052531540113,Inked.mov,Inked.mov,/media/pi/VIDEOS/videos
8052531527718,"JAKES2 2015  3 WC BOMBSHELL.mp4","JAKES2 2015  3 WC BOMBSHELL.mp4",/media/pi/VIDEOS/videos
8052531508311,"JAKES2 2015  4 WC ASIAN SENSATION.mp4","JAKES2 2015  4 WC ASIAN SENSATION.mp4",/media/pi/VIDEOS/videos
8052531520412,"JAKES2 2015  7 WC PYRO PANTHER.mp4","JAKES2 2015  7 WC PYRO PANTHER.mp4",/media/pi/VIDEOS/videos
8052531508519,"JAKES2 2015  8 WC FLICKER.mp4","JAKES2 2015  8 WC FLICKER.mp4",/media/pi/VIDEOS/videos
8052531322511,"JAKES2 2015  9 WC AMERICAN TRUCKER.mp4","JAKES2 2015  9 WC AMERICAN TRUCKER.mp4",/media/pi/VIDEOS/videos
8052531527114,"JAKES2 2015  11 WC TEARS FOR FEAR.mp4","JAKES2 2015  11 WC TEARS FOR FEAR.mp4",/media/pi/VIDEOS/videos
8052531533016,"JAKES2 2015  13 WC SEA TO SHINING SEA.mp4","JAKES2 2015  13 WC SEA TO SHINING SEA.mp4",/media/pi/VIDEOS/videos
8052531340416,"JAKES2 2015  14 WC HONEY BADGER.mp4","JAKES2 2015  14 WC HONEY BADGER.mp4",/media/pi/VIDEOS/videos
8052531329114,"JAKES2 2015  18 WC CAR GATOR.mp4","JAKES2 2015  18 WC CAR GATOR.mp4",/media/pi/VIDEOS/videos
8052530135013,"JAKES2 2015  20 WC MASSIVE DESTRUCTION.mp4","JAKES2 2015  20 WC MASSIVE DESTRUCTION.mp4",/media/pi/VIDEOS/videos
8052531338512,"JAKES2 2015  22 WC STRESSED OUT.mp4","JAKES2 2015  22 WC STRESSED OUT.mp4",/media/pi/VIDEOS/videos
8052530121016,"JAKES2 2015  36 WC GIRL POWER.mp4","JAKES2 2015  36 WC GIRL POWER.mp4",/media/pi/VIDEOS/videos
8052531130215,"JAKES2 2015  37 WC FRISKY STARBURST.mp4","JAKES2 2015  37 WC FRISKY STARBURST.mp4",/media/pi/VIDEOS/videos
8052531141914,"JAKES2 2015  38 WC ANGEL'S KISS.mp4","JAKES2 2015  38 WC ANGEL'S KISS.mp4",/media/pi/VIDEOS/videos
8052531205418,"JAKES2 2015  39 WC CALL ME.mp4","JAKES2 2015  39 WC CALL ME.mp4",/media/pi/VIDEOS/videos
8052531136118,"JAKES2 2015  44 WC FOREIGN POLICY MAKER.mp4","JAKES2 2015  44 WC FOREIGN POLICY MAKER.mp4",/media/pi/VIDEOS/videos
805253302914,"JAKES2 2015  45 WC SCARFACE.mp4","JAKES2 2015  45 WC SCARFACE.mp4",/media/pi/VIDEOS/videos
8052530010815,"Jet Screamer.mov","Jet Screamer.mov",/media/pi/VIDEOS/videos
8052531341819,"Just Hanging.mov","Just Hanging.mov",/media/pi/VIDEOS/videos
8052531201618,"Just Trippin.mp4","Just Trippin.mp4",/media/pi/VIDEOS/videos
805253301658,"Lemonade Fountain.mp4","Lemonade Fountain.mp4",/media/pi/VIDEOS/videos
8052531524519,"Lion King.mp4","Lion King.mp4",/media/pi/VIDEOS/videos
8052531538912,"Loud and Proud.mov","Loud and Proud.mov",/media/pi/VIDEOS/videos
8052531312116,"Loyal To None.mp4","Loyal To None.mp4",/media/pi/VIDEOS/videos
805253301849,Loyalty.mp4,Loyalty.mp4,/media/pi/VIDEOS/videos
8052531337713,"Luna Chick.mp4","Luna Chick.mp4",/media/pi/VIDEOS/videos
8052531142713,"M & M Fountain.mp4","M & M Fountain.mp4",/media/pi/VIDEOS/videos
805253301252,Magnificent.mp4,Magnificent.mp4,/media/pi/VIDEOS/videos
8052531142515,"Mama Mia.mp4","Mama Mia.mp4",/media/pi/VIDEOS/videos
805253301719,"Men of Honor.mp4","Men of Honor.mp4",/media/pi/VIDEOS/videos
8052531142218,"Mid Summers Dream.mp4","Mid Summers Dream.mp4",/media/pi/VIDEOS/videos
8052531324614,Motormouth.mp4,Motormouth.mp4,/media/pi/VIDEOS/videos
805253332515,"Night Saber.mp4","Night Saber.mp4",/media/pi/VIDEOS/videos
100034200342,"No 300 Shell.mp4","No 300 Shell.mp4",/media/pi/VIDEOS/videos
8052531322313,"Not In My Yard.mp4","Not In My Yard.mp4",/media/pi/VIDEOS/videos
8052531525912,"One Bad Axe.mp4","One Bad Axe.mp4",/media/pi/VIDEOS/videos
8052531141716,Paparazzi.mp4,Paparazzi.mp4,/media/pi/VIDEOS/videos
8052531503811,Peacock.mp4,Peacock.mp4,/media/pi/VIDEOS/videos
8052531539018,Pigskin.mov,Pigskin.mov,/media/pi/VIDEOS/videos
8052531516019,Poison.mp4,Poison.mp4,/media/pi/VIDEOS/videos
8052531341413,Power.mov,Power.mov,/media/pi/VIDEOS/videos
8052531142317,Psychedelic.mp4,Psychedelic.mp4,/media/pi/VIDEOS/videos
8052531322610,"Pyro Magic.mp4","Pyro Magic.mp4",/media/pi/VIDEOS/videos
8052531335917,"Ready to Rumble.mp4","Ready to Rumble.mp4",/media/pi/VIDEOS/videos
805253301795,"Reign Supreme.mp4","Reign Supreme.mp4",/media/pi/VIDEOS/videos
8052531500612,"Rhythm and Blues.mp4","Rhythm and Blues.mp4",/media/pi/VIDEOS/videos
8052531351511,"Road Trip.mov","Road Trip.mov",/media/pi/VIDEOS/videos
8052531506010,"Rolling Thunder.mp4","Rolling Thunder.mp4",/media/pi/VIDEOS/videos
8052531205517,"RRS2 2015  19 WC REAPER.mp4","RRS2 2015  19 WC REAPER.mp4",/media/pi/VIDEOS/videos
805253301801,"Screech of Victory.mp4","Screech of Victory.mp4",/media/pi/VIDEOS/videos
805253301634,"Selfie Moment.mp4","Selfie Moment.mp4",/media/pi/VIDEOS/videos
8052531507314,"Sexy Rider.mp4","Sexy Rider.mp4",/media/pi/VIDEOS/videos
8052530232613,Shoebox.mp4,Shoebox.mp4,/media/pi/VIDEOS/videos
805253301788,"Sky Fall.mp4","Sky Fall.mp4",/media/pi/VIDEOS/videos
8052531333913,"Standing Ovation.mp4","Standing Ovation.mp4",/media/pi/VIDEOS/videos
8052531341215,Starburst.mov,Starburst.mov,/media/pi/VIDEOS/videos
8052530010914,"Stellar Jets.mov","Stellar Jets.mov",/media/pi/VIDEOS/videos
8052531323716,Tailgator.mp4,Tailgator.mp4,/media/pi/VIDEOS/videos
8052531141617,"Taste the Rainbow.mp4","Taste the Rainbow.mp4",/media/pi/VIDEOS/videos
8052531328315,"Thats Your Problem.mp4","Thats Your Problem.mp4",/media/pi/VIDEOS/videos
805253301696,"Time to Shine.mp4","Time to Shine.mp4",/media/pi/VIDEOS/videos
805253301863,"Treasure Hunter.mp4","Treasure Hunter.mp4",/media/pi/VIDEOS/videos
805253301818,T-Rex.mp4,T-Rex.mp4,/media/pi/VIDEOS/videos
8052531540212,"Trigger Happy.mov","Trigger Happy.mov",/media/pi/VIDEOS/videos
8052531504016,"Trucking Home.mp4","Trucking Home.mp4",/media/pi/VIDEOS/videos
8052531145417,"Twinkly Lights.mov","Twinkly Lights.mov",/media/pi/VIDEOS/videos
8052531544715,"WC 9MM.mp4","WC 9MM.mp4",/media/pi/VIDEOS/videos
8052531545316,"WC AMERICAN RIDERS.mp4","WC AMERICAN RIDERS.mp4",/media/pi/VIDEOS/videos
8052531343516,"WC ANGRY BEAVER.mp4","WC ANGRY BEAVER.mp4",/media/pi/VIDEOS/videos
8052530152119,"WC APACHE MISSILE.mp4","WC APACHE MISSILE.mp4",/media/pi/VIDEOS/videos
8052531401414,"WC AVENGERS.mp4","WC AVENGERS.mp4",/media/pi/VIDEOS/videos
8052530203910,"WC COMBAT ZONE.mp4","WC COMBAT ZONE.mp4",/media/pi/VIDEOS/videos
8052531503910,"WC CRAZY EXCITING ON STEROIDS.mp4","WC CRAZY EXCITING ON STEROIDS.mp4",/media/pi/VIDEOS/videos
8052531145615,"WC CRUSHING CANDY.mp4","WC CRUSHING CANDY.mp4",/media/pi/VIDEOS/videos
8052531546412,"WC DANGEROUS MIND.mp4","WC DANGEROUS MIND.mp4",/media/pi/VIDEOS/videos
8052531544616,"WC DEADLY CATCH.mp4","WC DEADLY CATCH.mp4",/media/pi/VIDEOS/videos
8052531545019,"WC DEATH SQUAD.mp4","WC DEATH SQUAD.mp4",/media/pi/VIDEOS/videos
8052531544210,"WC FIRE EYES.mp4","WC FIRE EYES.mp4",/media/pi/VIDEOS/videos
8052530186114,"WC FIVE BALL PARACHUTE.mp4","WC FIVE BALL PARACHUTE.mp4",/media/pi/VIDEOS/videos
8052531543916,"WC FUTURE WARRIOR.mp4","WC FUTURE WARRIOR.mp4",/media/pi/VIDEOS/videos
8052531546511,"WC KILL BILL.mp4","WC KILL BILL.mp4",/media/pi/VIDEOS/videos
8052531512516,"WC MIGRAINE.mp4","WC MIGRAINE.mp4",/media/pi/VIDEOS/videos
8052531542018,"WC ORK SKULL.mp4","WC ORK SKULL.mp4",/media/pi/VIDEOS/videos
8052530011010,"WC PATRIOT ROCKETS.mp4","WC PATRIOT ROCKETS.mp4",/media/pi/VIDEOS/videos
8052531145813,"WC RIPPLE EFFECT.mp4","WC RIPPLE EFFECT.mp4",/media/pi/VIDEOS/videos
8052530152010,"WC SAVAGE MISSILE.mp4","WC SAVAGE MISSILE.mp4",/media/pi/VIDEOS/videos
8052531544517,"WC SNAKE CHARMER.mp4","WC SNAKE CHARMER.mp4",/media/pi/VIDEOS/videos
8052531147015,"WC SUMMER TIME.mp4","WC SUMMER TIME.mp4",/media/pi/VIDEOS/videos
8052531343615,"WC THE GUARDIAN.mp4","WC THE GUARDIAN.mp4",/media/pi/VIDEOS/videos
8052530152218,"WC TOMAHAWK MISSILE.mp4","WC TOMAHAWK MISSILE.mp4",/media/pi/VIDEOS/videos
8052531200215,Whatchamacallit.mp4,Whatchamacallit.mp4,/media/pi/VIDEOS/videos
8052531511601,"Whoop-ass 3-Pack.mp4","Whoop-ass 3-Pack.mp4",/media/pi/VIDEOS/videos
8052531322412,"Widow Maker.mp4","Widow Maker.mp4",/media/pi/VIDEOS/videos
8052531137917,"World's Strongest Fountain.mp4","World's Strongest Fountain.mp4",/media/pi/VIDEOS/videos
8052531312918,Wreckless.mp4,Wreckless.mp4,/media/pi/VIDEOS/videos
8052531531418,Yikes.mp4,Yikes.mp4,/media/pi/VIDEOS/videos
805253301757,"Zebra Kick.mp4","Zebra Kick.mp4",/media/pi/VIDEOS/videos
8052531200116,Zenmaster.mp4,Zenmaster.mp4,/media/pi/VIDEOS/videos
8052530147214,Zeus.mp4,Zeus.mp4,/media/pi/VIDEOS/videos
8052531322214,"750 Shot SMB.mp4","750 Shot SMB.mp4",/media/pi/VIDEOS/videos
8145270114506,"Bull Whip Fountain.mov","Bull Whip Fountain.mov",/media/pi/VIDEOS/videos
8145270221518,"CE #500 GOLD WILLOW.mp4","CE #500 GOLD WILLOW.mp4",/media/pi/VIDEOS/videos
8145270298510,"CE AMERICAN RIDE.mp4","CE AMERICAN RIDE.mp4",/media/pi/VIDEOS/videos
8145270204610,"CE AMERICAN STARE.mp4","CE AMERICAN STARE.mp4",/media/pi/VIDEOS/videos
8145270239216,"CE AMERICAN WALL.mp4","CE AMERICAN WALL.mp4",/media/pi/VIDEOS/videos
8145270247914,"CE ARMED AND DANGEROUS.mp4","CE ARMED AND DANGEROUS.mp4",/media/pi/VIDEOS/videos
8145270200117,"CE BLING.mp4","CE BLING.mp4",/media/pi/VIDEOS/videos
8145270204917,"CE CASTAWAY.mp4","CE CASTAWAY.mp4",/media/pi/VIDEOS/videos
8145270245217,"CE CHROMETASTIC.mp4","CE CHROMETASTIC.mp4",/media/pi/VIDEOS/videos
8145270250211,"CE CODE BLUE.mp4","CE CODE BLUE.mp4",/media/pi/VIDEOS/videos
8145270213513,"CE CRUISIN.mp4","CE CRUISIN.mp4",/media/pi/VIDEOS/videos
8145270297513,"CE DARK KNIGHT.mp4","CE DARK KNIGHT.mp4",/media/pi/VIDEOS/videos
8145270211212,"CE EVIL CLOWN.mp4","CE EVIL CLOWN.mp4",/media/pi/VIDEOS/videos
8145270211519,"CE FEEL THE PAIN.mp4","CE FEEL THE PAIN.mp4",/media/pi/VIDEOS/videos
8145270251010,"CE FREE FALLING.mp4","CE FREE FALLING.mp4",/media/pi/VIDEOS/videos
8145270218112,"CE FREE FLYIN.mp4","CE FREE FLYIN.mp4",/media/pi/VIDEOS/videos
8145270208816,"CE FREEDOM FOR ALL.mp4","CE FREEDOM FOR ALL.mp4",/media/pi/VIDEOS/videos
8145270245118,"CE GAME TIME.mp4","CE GAME TIME.mp4",/media/pi/VIDEOS/videos
8145270251119,"CE GIRL'S BEST FRIEND.mp4","CE GIRL'S BEST FRIEND.mp4",/media/pi/VIDEOS/videos
8145270242216,"CE HAPPY CAMPER.mp4","CE HAPPY CAMPER.mp4",/media/pi/VIDEOS/videos
8145270213414,"CE HEAD BASH.mp4","CE HEAD BASH.mp4",/media/pi/VIDEOS/videos
8145270280614,"CE HEART ACHES.mp4","CE HEART ACHES.mp4",/media/pi/VIDEOS/videos
8145270243114,"CE HEAT WAVE.mp4","CE HEAT WAVE.mp4",/media/pi/VIDEOS/videos
8145270200216,"CE HILLBILLY HOT TUB.mp4","CE HILLBILLY HOT TUB.mp4",/media/pi/VIDEOS/videos
8145270243312,"CE HOME RUN.mp4","CE HOME RUN.mp4",/media/pi/VIDEOS/videos
8145270250112,"CE IMPLODE.mp4","CE IMPLODE.mp4",/media/pi/VIDEOS/videos
8145270289310,"CE JAW BREAKER.mp4","CE JAW BREAKER.mp4",/media/pi/VIDEOS/videos
8145270237618,"CE KILLER HOG.mp4","CE KILLER HOG.mp4",/media/pi/VIDEOS/videos
8145270245514,"CE MAGIC EYE.mp4","CE MAGIC EYE.mp4",/media/pi/VIDEOS/videos
8145270203910,"CE ROGER THAT.mp4","CE ROGER THAT.mp4",/media/pi/VIDEOS/videos
8145270207116,"CE SKULL CAPTAIN.mp4","CE SKULL CAPTAIN.mp4",/media/pi/VIDEOS/videos
8145270245019,"CE SUPER DUTY.mp4","CE SUPER DUTY.mp4",/media/pi/VIDEOS/videos
8145270206812,"CE SUPER FREAK.mp4","CE SUPER FREAK.mp4",/media/pi/VIDEOS/videos
8145270292419,"CE WICKED AND WILD.mp4","CE WICKED AND WILD.mp4",/media/pi/VIDEOS/videos
8145270130308,ce25shotsmb.mov,ce25shotsmb.mov,/media/pi/VIDEOS/videos
8145270130506,ce50shotsmb.mov,ce50shotsmb.mov,/media/pi/VIDEOS/videos
8145270131305,ce300shotcracklingsmb.mov,ce300shotcracklingsmb.mov,/media/pi/VIDEOS/videos
8145270131404,ce300shotssilvermissilebase.mov,ce300shotssilvermissilebase.mov,/media/pi/VIDEOS/videos
8145270131800,ce750shotcolorsmb.mov,ce750shotcolorsmb.mov,/media/pi/VIDEOS/videos
8145270131701,ce750shotsmb.mov,ce750shotsmb.mov,/media/pi/VIDEOS/videos
8145270155509,CE900.mov,CE900.mov,/media/pi/VIDEOS/videos
8145270149515,"CE14951 Keep Digging.mp4","CE14951 Keep Digging.mp4",/media/pi/VIDEOS/videos
8145270115602,"Celestial Fountain.mov","Celestial Fountain.mov",/media/pi/VIDEOS/videos
814527200047,1776.mp4,1776.mp4,/media/pi/VIDEOS/videos
8052531336211,"Adults Only.mp4","Adults Only.mp4",/media/pi/VIDEOS/videos
8145270155608,"Air Superiority.mov","Air Superiority.mov",/media/pi/VIDEOS/videos
8145270152003,"All Night Long.mov","All Night Long.mov",/media/pi/VIDEOS/videos
8145270117309,"Amazing Fountain.mov","Amazing Fountain.mov",/media/pi/VIDEOS/videos
8145270151402,"American Dream.mov","American Dream.mov",/media/pi/VIDEOS/videos
814527200313,"AMERICAN EAGLE.mp4","AMERICAN EAGLE.mp4",/media/pi/VIDEOS/videos
8145270114605,"Armadillo Fountain.mov","Armadillo Fountain.mov",/media/pi/VIDEOS/videos
8145270150900,"Air Command.mov","Air Command.mov",/media/pi/VIDEOS/videos
8145270157404,"American Heritage.mov","American Heritage.mov",/media/pi/VIDEOS/videos
8145270122709,"American Roman Candle.mov","American Roman Candle.mov",/media/pi/VIDEOS/videos
8145270142608,"Anti Tank Mine.mov","Anti Tank Mine.mov",/media/pi/VIDEOS/videos
8145270113608,"Ass. 7 Inch Fountain.mov","Ass. 7 Inch Fountain.mov",/media/pi/VIDEOS/videos
8145270113509,"Assorted Fountains 18.mov","Assorted Fountains 18.mov",/media/pi/VIDEOS/videos
814527200252,"ATOMIC FIREBALL.mp4","ATOMIC FIREBALL.mp4",/media/pi/VIDEOS/videos
8145270156209,"Big Breaking.mov","Big Breaking.mov",/media/pi/VIDEOS/videos
8145270158012,"Big Power.mov","Big Power.mov",/media/pi/VIDEOS/videos
8145270146705,Biohazard.mov,Biohazard.mov,/media/pi/VIDEOS/videos
814527200290,"BLACK MAGIC.mp4","BLACK MAGIC.mp4",/media/pi/VIDEOS/videos
8145270140109,"Blue Star With Report.mov","Blue Star With Report.mov",/media/pi/VIDEOS/videos
8145270122006,"Blue Thunder.mov","Blue Thunder.mov",/media/pi/VIDEOS/videos
8052531600817,"BM ORIENTAL EXPRESS.mp4","BM ORIENTAL EXPRESS.mp4",/media/pi/VIDEOS/videos
8145270158418,"Bold Statement.mov","Bold Statement.mov",/media/pi/VIDEOS/videos
8145270158111,"Boy Of Summer.mov","Boy Of Summer.mov",/media/pi/VIDEOS/videos
8145270157107,"Captain Pyro 2.mov","Captain Pyro 2.mov",/media/pi/VIDEOS/videos
8145270001301,"CE BLACK EYE.mp4","CE BLACK EYE.mp4",/media/pi/VIDEOS/videos
8145270224014,"CE DEADLY WINGS.mp4","CE DEADLY WINGS.mp4",/media/pi/VIDEOS/videos
8145270102008,"CE DONATELLO.mp4","CE DONATELLO.mp4",/media/pi/VIDEOS/videos
8145270248515,"CE EJECTED.mp4","CE EJECTED.mp4",/media/pi/VIDEOS/videos
8145270250013,"CE FAST TRACK.mp4","CE FAST TRACK.mp4",/media/pi/VIDEOS/videos
8145270281512,"CE HUNGRY.mp4","CE HUNGRY.mp4",/media/pi/VIDEOS/videos
8145270102107,"CE KATANA.mp4","CE KATANA.mp4",/media/pi/VIDEOS/videos
8145270267714,"CE MR.mp4","CE MR.mp4",/media/pi/VIDEOS/videos
8145270290514,"CE NIGHT SHIFT.mp4","CE NIGHT SHIFT.mp4",/media/pi/VIDEOS/videos
8145270250914,"CE PARDI GRAS.mp4","CE PARDI GRAS.mp4",/media/pi/VIDEOS/videos
8145270212011,"CE PLAY LOUD.mp4","CE PLAY LOUD.mp4",/media/pi/VIDEOS/videos
8145270244913,"CE PRIDE AND JOY.mp4","CE PRIDE AND JOY.mp4",/media/pi/VIDEOS/videos
8145270163214,"CE SNIPER.mp4","CE SNIPER.mp4",/media/pi/VIDEOS/videos
8145270115800,"CE Spring Festival.mov","CE Spring Festival.mov",/media/pi/VIDEOS/videos
8145270218310,"CE STRETCH.mp4","CE STRETCH.mp4",/media/pi/VIDEOS/videos
8145270147702,"Cocktail Party.mov","Cocktail Party.mov",/media/pi/VIDEOS/videos
8145270142202,"Coconut Grove Song.mov","Coconut Grove Song.mov",/media/pi/VIDEOS/videos
8145270122303,"Color Pearl With Tail.mov","Color Pearl With Tail.mov",/media/pi/VIDEOS/videos
8145270121702,"Color Pearl.mov","Color Pearl.mov",/media/pi/VIDEOS/videos
8145270147801,"Colorful Delight.mov","Colorful Delight.mov",/media/pi/VIDEOS/videos
8145270182802,"Crackling Bloom Flower.mov","Crackling Bloom Flower.mov",/media/pi/VIDEOS/videos
8145270113400,"Dancing Butterfly.mov","Dancing Butterfly.mov",/media/pi/VIDEOS/videos
8145270148716,"Dawg Tired.mov","Dawg Tired.mov",/media/pi/VIDEOS/videos
8145270148501,"Deadly Ground.mov","Deadly Ground.mov",/media/pi/VIDEOS/videos
8145270144909,"Death Rattle.mov","Death Rattle.mov",/media/pi/VIDEOS/videos
8145270143100,"Desert At Night.mov","Desert At Night.mov",/media/pi/VIDEOS/videos
8145270171400,"Double Ring.mov","Double Ring.mov",/media/pi/VIDEOS/videos
8145270146002,Electricity.mov,Electricity.mov,/media/pi/VIDEOS/videos
8145270143605,"Festival Ball.mov","Festival Ball.mov",/media/pi/VIDEOS/videos
8145270157206,"Final Cut.mov","Final Cut.mov",/media/pi/VIDEOS/videos
8145270153802,"Final Hour.mov","Final Hour.mov",/media/pi/VIDEOS/videos
8145270153505,"Fist Full Of Power.mov","Fist Full Of Power.mov",/media/pi/VIDEOS/videos
8145270116005,"Flippin Fire.mp4","Flippin Fire.mp4",/media/pi/VIDEOS/videos
8145270120408,"Flying Fish.mov","Flying Fish.mov",/media/pi/VIDEOS/videos
8145270158715,Flyover.mov,Flyover.mov,/media/pi/VIDEOS/videos
814527200337,"FUNKY WORLD.mp4","FUNKY WORLD.mp4",/media/pi/VIDEOS/videos
8145270142400,"Garden In Spring.mov","Garden In Spring.mov",/media/pi/VIDEOS/videos
8145270152904,"Gator On Wheels.mov","Gator On Wheels.mov",/media/pi/VIDEOS/videos
8145270157503,"Get Some.mov","Get Some.mov",/media/pi/VIDEOS/videos
8145270156414,"GTX 3300.mov","GTX 3300.mov",/media/pi/VIDEOS/videos
8145270158210,"Gun Runner.mov","Gun Runner.mov",/media/pi/VIDEOS/videos
8145270156100,Gunsmoke.mov,Gunsmoke.mov,/media/pi/VIDEOS/videos
814527200160,HARDCORE.mp4,HARDCORE.mp4,/media/pi/VIDEOS/videos
8145270148303,"Hear This.mov","Hear This.mov",/media/pi/VIDEOS/videos
8145270155417,"Heavy Hitter.mov","Heavy Hitter.mov",/media/pi/VIDEOS/videos
814527200320,"HIGH VOLTAGE.mp4","HIGH VOLTAGE.mp4",/media/pi/VIDEOS/videos
8145270146606,Hypnotic.mov,Hypnotic.mov,/media/pi/VIDEOS/videos
8145270152607,"Imperial Wizard.mov","Imperial Wizard.mov",/media/pi/VIDEOS/videos
8145270158319,Incognito.mov,Incognito.mov,/media/pi/VIDEOS/videos
8145270157916,"Instant Classic.mov","Instant Classic.mov",/media/pi/VIDEOS/videos
8145270114001,"Jack In The Box Surprise.mov","Jack In The Box Surprise.mov",/media/pi/VIDEOS/videos
8145270161401,"Jumbo Bursts.mov","Jumbo Bursts.mov",/media/pi/VIDEOS/videos
814527200245,"KEEPING IT REAL.mp4","KEEPING IT REAL.mp4",/media/pi/VIDEOS/videos
8052530074510,Kicks.mp4,Kicks.mp4,/media/pi/VIDEOS/videos
8145270145005,"Killer Alligator.mov","Killer Alligator.mov",/media/pi/VIDEOS/videos
8145270156001,King.mov,King.mov,/media/pi/VIDEOS/videos
8145270184509,"Large Sunflower.mov","Large Sunflower.mov",/media/pi/VIDEOS/videos
8145270160602,"Live Blast Double Breaks.mov","Live Blast Double Breaks.mov",/media/pi/VIDEOS/videos
8145270144503,"Live Wire.mov","Live Wire.mov",/media/pi/VIDEOS/videos
8145270121603,"Magical Roman Candle 5 Shots.mov","Magical Roman Candle 5 Shots.mov",/media/pi/VIDEOS/videos
8145270121405,"Magical Roman Candle 10 Shots.mov","Magical Roman Candle 10 Shots.mov",/media/pi/VIDEOS/videos
8145270161005,"Making Fire Triple Breaks.mov","Making Fire Triple Breaks.mov",/media/pi/VIDEOS/videos
8145270146200,"Making History.mov","Making History.mov",/media/pi/VIDEOS/videos
8145270144701,"Martins Bomber.mov","Martins Bomber.mov",/media/pi/VIDEOS/videos
8145270184301,"Medium Sunflower.mov","Medium Sunflower.mov",/media/pi/VIDEOS/videos
